,id,full_text,word_len,favorite_count,retweet_count,date,hour,time,created_at,combined_sources,is_in_wiki,is_in_urban_dictionary,is_in_dictionary,is_other_language,byline,web_url,news_desk,section_name,pub_date,type_of_material
0,1.318930528393986e+18,punkify,7,203,44,2020-10-21,15,15:01:57,2020-10-21 15:01:57,none,0,0,0,0,Penelope Green,https://www.nytimes.com/2020/10/21/arts/robert-demora-dead.html,Obits,Arts,2020-10-21T14:33:16+0000,Obituary (Obit)
1,1.31888521090637e+18,amiante,7,11,0,2020-10-21,12,12:01:52,2020-10-21 12:01:52,othlang,0,0,0,1,Marie Fazio,https://www.nytimes.com/2020/10/21/world/americas/asbestos-quebec-canadian-town.html,Express,Americas,2020-10-21T11:38:52+0000,News
2,1.3186134460202598e+18,pentalogue,10,10,0,2020-10-20,18,18:01:58,2020-10-20 18:01:58,none,0,0,0,0,Joshua Cohen,https://www.nytimes.com/2020/10/20/books/review/don-delillo-the-silence.html,Books,Book Review,2020-10-20T17:50:41+0000,Review
3,1.3186134206026342e+18,apocalypst,10,60,5,2020-10-20,18,18:01:52,2020-10-20 18:01:52,none,0,0,0,0,Joshua Cohen,https://www.nytimes.com/2020/10/20/books/review/don-delillo-the-silence.html,Books,Book Review,2020-10-20T17:50:41+0000,Review
4,1.3184854887019438e+18,casedemic,9,13,2,2020-10-20,9,09:33:31,2020-10-20 09:33:31,none,0,0,0,0,Ross Douthat,https://www.nytimes.com/2020/10/20/opinion/trump-campaign-.html,OpEd,Opinion,2020-10-20T09:00:10+0000,Op-Ed
5,1.3184851930958602e+18,digresser,9,12,1,2020-10-20,9,09:32:20,2020-10-20 09:32:20,none,0,0,0,0,Becca Rothfeld,https://www.nytimes.com/2020/10/20/books/review/three-rings-daniel-mendelsohn-stranger-faces-namwali-serpell.html,BookReview,Book Review,2020-10-20T09:00:06+0000,News
6,1.3183265138640036e+18,soccering,9,168,27,2020-10-19,23,23:01:48,2020-10-19 23:01:48,none,0,0,0,0,Gaia Pianigiani,https://www.nytimes.com/2020/10/19/world/europe/rome-wild-boars-killed.html,Foreign,Europe,2020-10-19T22:00:47+0000,News
7,1.318318981514756e+18,jokduri,7,13,2,2020-10-19,22,22:31:53,2020-10-19 22:31:53,wiki,1,0,0,0,Hahna Yoon,https://www.nytimes.com/2020/10/19/style/hanbok-k-pop-fashion.html,Styles,Style,2020-10-19T22:00:06+0000,News
8,1.3183189460435476e+18,operculums,10,20,0,2020-10-19,22,22:31:44,2020-10-19 22:31:44,none,0,0,0,0,Jonathan Wolfe,https://www.nytimes.com/2020/10/19/us/coronavirus-today.html,NYTNow,U.S.,2020-10-19T22:02:04+0000,briefing
9,1.3182736700459786e+18,cyberrelations,14,130,41,2020-10-19,19,19:31:49,2020-10-19 19:31:49,none,0,0,0,0,,,,,,
10,1.3182586206483333e+18,equipotent,10,17,3,2020-10-19,18,18:32:01,2020-10-19 18:32:01,none,0,0,1,0,Jesse Green,https://www.nytimes.com/2020/10/19/theater/shipwreck-review.html,Culture,Theater,2020-10-19T18:26:58+0000,Review
11,1.318258605460738e+18,aestheticizers,14,30,6,2020-10-19,18,18:31:58,2020-10-19 18:31:58,none,0,0,0,0,Jesse Green,https://www.nytimes.com/2020/10/19/theater/shipwreck-review.html,Culture,Theater,2020-10-19T18:26:58+0000,Review
12,1.3182057510269788e+18,kapao,5,22,3,2020-10-19,15,15:01:56,2020-10-19 15:01:56,urbdict,0,1,0,0,Florence Fabricant,https://www.nytimes.com/2020/10/19/dining/food-gift-boxes.html,Dining,Food,2020-10-19T14:51:14+0000,News
13,1.3181528682229596e+18,ultimaybe,9,167,33,2020-10-19,11,11:31:48,2020-10-19 11:31:48,urbdict,0,1,0,0,Giovanni Russonello,https://www.nytimes.com/2020/10/19/us/politics/coronavirus-stimulus-bill.html,Politics,Politics,2020-10-19T11:00:29+0000,News
14,1.318122789237293e+18,yooperlite,10,23,2,2020-10-19,9,09:32:17,2020-10-19 09:32:17,none,0,0,0,0,Alexandra Marvar,https://www.nytimes.com/2020/10/19/style/crystals-mining-quartz-herkimer.html,Styles,Style,2020-10-19T09:00:19+0000,News
15,1.3181227241165988e+18,busero,6,49,7,2020-10-19,9,09:32:01,2020-10-19 09:32:01,none,0,0,0,0,Miriam Jordan,https://www.nytimes.com/2020/10/19/us/coronavirus-tomato-migrant-farm-workers.html,National,U.S.,2020-10-19T09:00:26+0000,News
16,1.3177150041797427e+18,guerrilleras,12,155,33,2020-10-18,6,06:31:53,2020-10-18 06:31:53,othlang,0,0,0,1,Juan Gabriel Vásquez,https://www.nytimes.com/2020/10/06/books/review/phil-klay-missionaries.html,BookReview,Book Review,2020-10-06T09:00:07+0000,Review
17,1.3174885271946732e+18,mardomi,7,8,0,2020-10-17,15,15:31:57,2020-10-17 15:31:57,none,0,0,0,0,Nahid Siamdoust,https://www.nytimes.com/2020/10/17/opinion/shajarian-death-iranian-singer.html,OpEd,Opinion,2020-10-17T15:00:07+0000,Op-Ed
18,1.3174054545579786e+18,spaghettified,13,219,46,2020-10-17,10,10:01:51,2020-10-17 10:01:51,urbdict,0,1,0,0,Dennis Overbye,https://www.nytimes.com/2020/10/17/science/astronomy-black-hole-at1910qix.html,Science,Science,2020-10-17T09:00:16+0000,News
19,1.3174054453179228e+18,spaghettification,17,2106,368,2020-10-17,10,10:01:49,2020-10-17 10:01:49,wiki urbdict,1,1,1,0,Dennis Overbye,https://www.nytimes.com/2020/10/17/science/astronomy-black-hole-at1910qix.html,Science,Science,2020-10-17T09:00:16+0000,News
20,1.3172544647058885e+18,underlevered,12,174,23,2020-10-17,0,00:01:52,2020-10-17 00:01:52,none,0,0,0,0,Russ Buettner and Susanne Craig,https://www.nytimes.com/2020/10/16/us/trump-taxes.html,Investigative,U.S.,2020-10-16T23:45:21+0000,News
21,1.317141204493095e+18,shipageddon,11,43,4,2020-10-16,16,16:31:49,2020-10-16 16:31:49,none,0,0,0,0,Shira Ovide,https://www.nytimes.com/2020/10/16/technology/holiday-shipageddon.html,NewsDesk,Technology,2020-10-16T16:26:56+0000,News
22,1.3171110537219643e+18,portraitize,11,25,2,2020-10-16,14,14:32:00,2020-10-16 14:32:00,none,0,0,0,0,Gabe Cohn,https://www.nytimes.com/2020/09/29/arts/design/national-portrait-gallery-first-ladies.html,Culture,Art & Design,2020-09-29T16:00:06+0000,News
23,1.3171110213083464e+18,melleum,7,10,0,2020-10-16,14,14:31:52,2020-10-16 14:31:52,none,0,0,0,0,Marion Renault,https://www.nytimes.com/2020/10/16/science/plants-extinction-north-america.html,Science,Science,2020-10-16T14:13:52+0000,News
24,1.317088401938649e+18,froufy,6,50,7,2020-10-16,13,13:01:59,2020-10-16 13:01:59,none,0,0,0,0,Margaret Lyons,https://www.nytimes.com/2020/10/16/arts/television/vow-nxivm-teenage-bounty-hunters.html,Weekend,Television,2020-10-16T12:39:27+0000,News
25,1.3170357608104182e+18,bullfest,8,45,8,2020-10-16,9,09:32:49,2020-10-16 09:32:49,none,0,0,0,0,New York Times Opinion,https://www.nytimes.com/2020/10/16/opinion/trump-biden-town-halls.html,OpEd,Opinion,2020-10-16T09:00:24+0000,Op-Ed
26,1.317035721698517e+18,obbys,5,15,0,2020-10-16,9,09:32:40,2020-10-16 09:32:40,wiki,1,0,0,0,Corina Knoll and Matthew Sedacca,https://www.nytimes.com/2020/03/16/nyregion/nyc-schools-closed-coronavirus.html,Metro,New York,2020-03-16T15:31:10+0000,News
27,1.3166735838973665e+18,curselike,9,32,7,2020-10-15,9,09:33:39,2020-10-15 09:33:39,othlang,0,0,0,1,Lena Wilson,https://www.nytimes.com/2020/10/15/books/review/plain-bad-heroines-emily-m-danforth.html,BookReview,Book Review,2020-10-15T09:00:05+0000,Review
28,1.3166732793740452e+18,koselig,7,137,25,2020-10-15,9,09:32:27,2020-10-15 09:32:27,othlang,0,0,0,1,Kari Leibowitz,https://www.nytimes.com/2020/10/15/well/mind/Scandinavia-Norway-Winter-Mindset.html,Well,Mind,2020-10-15T09:00:11+0000,News
29,1.3166732696936407e+18,outdoorphins,12,614,97,2020-10-15,9,09:32:24,2020-10-15 09:32:24,urbdict,0,1,0,0,Kari Leibowitz,https://www.nytimes.com/2020/10/15/well/mind/Scandinavia-Norway-Winter-Mindset.html,Well,Mind,2020-10-15T09:00:11+0000,News
30,1.3166732603025408e+18,frilufstliv,11,36,3,2020-10-15,9,09:32:22,2020-10-15 09:32:22,none,0,0,0,0,Kari Leibowitz,https://www.nytimes.com/2020/10/15/well/mind/Scandinavia-Norway-Winter-Mindset.html,Well,Mind,2020-10-15T09:00:11+0000,News
31,1.3166732339330294e+18,envenomings,11,11,3,2020-10-15,9,09:32:16,2020-10-15 09:32:16,none,0,0,0,0,Matt Wolf,https://www.nytimes.com/2020/07/30/theater/patsy-ferran-michelle-terry-lucian-msamati.html,Culture,Theater,2020-07-30T15:32:27+0000,Review
32,1.316446691269243e+18,unilluminatable,15,21,3,2020-10-14,18,18:32:04,2020-10-14 18:32:04,wiki urbdict,1,1,0,0,Mike Hale,https://www.nytimes.com/2020/10/14/arts/television/des-review-david-tennant.html,Culture,Television,2020-10-14T18:10:09+0000,Review
33,1.316446661791617e+18,enigmatologists,15,53,8,2020-10-14,18,18:31:57,2020-10-14 18:31:57,none,0,0,0,0,Jesse Green,https://www.nytimes.com/2020/10/14/theater/inside-the-box-review.html,Culture,Theater,2020-10-14T18:19:13+0000,Review
34,1.3163182885452308e+18,scamdemic,9,155,27,2020-10-14,10,10:01:50,2020-10-14 10:01:50,urbdict,0,1,0,0,Davey Alba,https://www.nytimes.com/2020/10/14/technology/four-election-related-falsehoods.html,Business,Technology,2020-10-14T10:00:10+0000,News
35,1.316310888811561e+18,sectionmates,12,3,1,2020-10-14,9,09:32:26,2020-10-14 09:32:26,none,0,0,0,0,Wesley Morris,https://www.nytimes.com/2020/10/14/magazine/quarantine-mustache.html,Magazine,Magazine,2020-10-14T09:00:39+0000,News
36,1.3163108712709775e+18,bellowingly,11,9,1,2020-10-14,9,09:32:22,2020-10-14 09:32:22,urbdict,0,1,0,0,Wesley Morris,https://www.nytimes.com/2020/10/14/magazine/quarantine-mustache.html,Magazine,Magazine,2020-10-14T09:00:39+0000,News
37,1.3163031757716644e+18,sumppi,6,14,2,2020-10-14,9,09:01:47,2020-10-14 09:01:47,othlang,0,0,0,1,Dorn Townsend,https://www.nytimes.com/2020/10/14/todaysinyt/helsinki-makes-sustainability-a-guiding-principle-for-development.html,RealEstate,"""Todays International New York Times""",2020-10-14T08:37:42+0000,News
38,1.316174889129214e+18,overcensorship,14,57,10,2020-10-14,0,00:32:01,2020-10-14 00:32:01,none,0,0,0,0,Emily Bazelon,https://www.nytimes.com/2020/10/13/magazine/free-speech.html,Magazine,Magazine,2020-10-13T23:54:38+0000,News
39,1.3161597669771835e+18,supergovernmental,17,61,13,2020-10-13,23,23:31:56,2020-10-13 23:31:56,none,0,0,0,0,Nicholas Fandos,https://www.nytimes.com/2020/10/13/us/politics/amy-coney-barrett-supreme-court-hearings.html,Washington,Politics,2020-10-13T23:21:28+0000,News
40,1.3160993239948206e+18,claspsing,9,36,3,2020-10-13,19,19:31:45,2020-10-13 19:31:45,none,0,0,0,0,,,,,,
41,1.3160691354161644e+18,ekatvam,7,13,1,2020-10-13,17,17:31:47,2020-10-13 17:31:47,none,0,0,0,0,Geneva Abdul,https://www.nytimes.com/2020/10/13/world/asia/india-ad-love-jihad-tanishq.html,Foreign,Asia Pacific,2020-10-13T16:57:57+0000,News
42,1.316061567813849e+18,zenodo,6,11,1,2020-10-13,17,17:01:43,2020-10-13 17:01:43,wiki,1,0,0,0,Cecilia Gentili,https://www.nytimes.com/2020/04/11/opinion/lorena-borjas-coronavirus.html,OpEd,Opinion,2020-04-11T19:00:06+0000,Op-Ed
43,1.3160540534833562e+18,psin,4,35,3,2020-10-13,16,16:31:52,2020-10-13 16:31:52,urbdict,0,1,0,0,Jon Pareles,https://www.nytimes.com/2020/10/13/arts/music/autechre-sign-interview.html,Culture,Music,2020-10-13T16:21:37+0000,News
44,1.3160087471987548e+18,landscrapers,12,50,5,2020-10-13,13,13:31:50,2020-10-13 13:31:50,none,0,0,0,0,Jane Margolies,https://www.nytimes.com/2020/10/13/business/groundscraper-landscraper-skyscraper.html,Business,Business Day,2020-10-13T13:00:12+0000,News
45,1.3160087390827684e+18,sidescrapers,12,39,8,2020-10-13,13,13:31:48,2020-10-13 13:31:48,none,0,0,0,0,Jane Margolies,https://www.nytimes.com/2020/10/13/business/groundscraper-landscraper-skyscraper.html,Business,Business Day,2020-10-13T13:00:12+0000,News
46,1.3159786356821606e+18,chimango,8,29,6,2020-10-13,11,11:32:11,2020-10-13 11:32:11,urbdict othlang,0,1,0,1,Jamie Fisher,https://www.nytimes.com/2020/10/13/books/review/gabriela-cabezon-camara-adventures-of-china-iron.html,BookReview,Book Review,2020-10-13T09:00:06+0000,Review
47,1.3159786279981916e+18,signurio,8,3,0,2020-10-13,11,11:32:09,2020-10-13 11:32:09,othlang,0,0,0,1,None,https://www.nytimes.com/2020/10/13/books/review/the-adventures-of-china-iron-by-gabriela-cabezon-camara-an-excerpt.html,BookReview,Book Review,2020-10-13T11:04:20+0000,Review
48,1.3159709710152212e+18,leaderacknowledged,18,19,1,2020-10-13,11,11:01:43,2020-10-13 11:01:43,none,0,0,0,0,David Leonhardt,https://www.nytimes.com/2020/10/13/briefing/amazon-prime-day-early-voting-amy-coney-barrett.html,NYTNow,Briefing,2020-10-13T10:33:51+0000,briefing
49,1.3159563380365517e+18,chimangos,9,24,5,2020-10-13,10,10:03:34,2020-10-13 10:03:34,none,0,0,0,0,Jamie Fisher,https://www.nytimes.com/2020/10/13/books/review/gabriela-cabezon-camara-adventures-of-china-iron.html,BookReview,Book Review,2020-10-13T09:00:06+0000,Review
50,1.3159563012399104e+18,molsamer,8,4,0,2020-10-13,10,10:03:26,2020-10-13 10:03:26,none,0,0,0,0,Corinna da Fonseca-Wollheim,https://www.nytimes.com/2020/10/13/books/review/the-language-of-thieves-martin-puchner.html,BookReview,Book Review,2020-10-13T09:00:06+0000,Review
51,1.3159560730235372e+18,gannef,6,9,1,2020-10-13,10,10:02:31,2020-10-13 10:02:31,wiki,1,0,0,0,Corinna da Fonseca-Wollheim,https://www.nytimes.com/2020/10/13/books/review/the-language-of-thieves-martin-puchner.html,BookReview,Book Review,2020-10-13T09:00:06+0000,Review
52,1.3159560179608084e+18,ephemeralizing,14,26,6,2020-10-13,10,10:02:18,2020-10-13 10:02:18,none,0,0,0,0,Jori Finkel,https://www.nytimes.com/2020/06/24/arts/design/andy-goldsworthy-art-fire-presidio.html,Culture,Art & Design,2020-06-24T20:07:01+0000,News
53,1.3159559790585856e+18,galifty,7,4,0,2020-10-13,10,10:02:09,2020-10-13 10:02:09,none,0,0,0,0,None,https://www.nytimes.com/2020/10/13/arts/television/pbs-50-anniversary.html,Arts&Leisure,Television,2020-10-13T09:00:33+0000,News
54,1.315955912163709e+18,delighteous,11,34,5,2020-10-13,10,10:01:53,2020-10-13 10:01:53,none,0,0,0,0,None,https://www.nytimes.com/2020/10/13/arts/television/pbs-50-anniversary.html,Arts&Leisure,Television,2020-10-13T09:00:33+0000,News
55,1.3157595874343977e+18,hellsite,8,6065,1357,2020-10-12,21,21:01:45,2020-10-12 21:01:45,none,0,0,0,0,Casey Schwartz,https://www.nytimes.com/2020/10/12/style/self-care/social-media-.html,Styles,Self-Care,2020-10-12T20:55:17+0000,News
56,1.3157369404450406e+18,ladyology,9,68,14,2020-10-12,19,19:31:46,2020-10-12 19:31:46,none,0,0,0,0,Jesse Green,https://www.nytimes.com/2020/10/12/theater/45-plays-for-americas-first-ladies-review.html,Culture,Theater,2020-10-12T18:53:07+0000,Review
57,1.315699213624279e+18,skimboard,9,24,1,2020-10-12,17,17:01:51,2020-10-12 17:01:51,urbdict,0,1,1,0,Alix Strauss,https://www.nytimes.com/2020/02/18/fashion/weddings/marriage-divorce-lawyers.html,Styles,Weddings,2020-02-18T16:18:41+0000,News
58,1.3153443768020173e+18,frackingon,10,34,1,2020-10-11,17,17:31:52,2020-10-11 17:31:52,none,0,0,0,0,Timothy Williams and Danielle Ivory,https://www.nytimes.com/2020/04/08/us/coronavirus-cook-county-jail-chicago.html,National,U.S.,2020-04-08T22:22:54+0000,News
59,1.3153292810698097e+18,longwool,8,19,3,2020-10-11,16,16:31:52,2020-10-11 16:31:52,none,0,0,0,0,Laura Collins-Hughes,https://www.nytimes.com/2020/10/11/theater/isabella-rossellini-sex-and-consequences.html,Culture,Theater,2020-10-11T16:03:43+0000,News
60,1.3151329761880023e+18,xenoarchaeologist,17,123,17,2020-10-11,3,03:31:50,2020-10-11 03:31:50,none,0,0,0,0,Phoebe Lett,https://www.nytimes.com/2020/10/10/at-home/spooky-podcasts.html,AtHome,At Home,2020-10-11T02:57:05+0000,News
61,1.3151329486063163e+18,subgenomic,10,17,1,2020-10-11,3,03:31:43,2020-10-11 03:31:43,none,0,0,0,0,Katherine J. Wu,https://www.nytimes.com/2020/10/15/health/coronavirus-testing-negative.html,Science,Health,2020-10-15T23:15:48+0000,News
62,1.3147101960113605e+18,rhythmize,9,70,16,2020-10-09,23,23:31:51,2020-10-09 23:31:51,none,0,0,0,0,None,https://www.nytimes.com/2020/10/22/arts/things-to-do-weekend-coronavirus.html,Weekend,Arts,2020-10-22T16:00:59+0000,News
63,1.3146498257706025e+18,butchermen,10,14,0,2020-10-09,19,19:31:58,2020-10-09 19:31:58,none,0,0,0,0,Ligaya Mishan,https://www.nytimes.com/2020/10/09/books/review/the-man-who-ate-too-much-john-birdsall.html,BookReview,Book Review,2020-10-09T19:19:12+0000,Review
64,1.314649798742618e+18,glitchlessly,12,94,11,2020-10-09,19,19:31:51,2020-10-09 19:31:51,none,0,0,0,0,Jesse Green,https://www.nytimes.com/2020/10/09/theater/scenes-from-angels-in-america.html,Culture,Theater,2020-10-09T19:17:34+0000,News
65,1.3146422679368745e+18,hyperconsumptive,16,57,10,2020-10-09,19,19:01:56,2020-10-09 19:01:56,none,0,0,0,0,The New York Times,https://www.nytimes.com/2020/10/09/opinion/international-world/athens-democracy-forum.html,SpecialSections,Opinion | The World,2020-10-09T18:00:07+0000,Op-Ed
66,1.314506462035669e+18,gladhandedness,14,28,2,2020-10-09,10,10:02:17,2020-10-09 10:02:17,none,0,0,0,0,Timothy Egan,https://www.nytimes.com/2020/10/09/opinion/mike-pence-debate.html,OpEd,Opinion,2020-10-09T09:02:53+0000,Op-Ed
67,1.314506436530049e+18,ethicalism,10,30,5,2020-10-09,10,10:02:11,2020-10-09 10:02:11,none,0,0,0,0,Jasmin Malik Chua,https://www.nytimes.com/2020/09/21/style/exotic-skins-fashion-covid.html,Styles,Style,2020-09-21T09:01:19+0000,News
68,1.3144989221241078e+18,zooarchaeological,17,34,6,2020-10-09,9,09:32:19,2020-10-09 09:32:19,none,0,0,0,0,Lesley Evans Ogden,https://www.nytimes.com/2020/10/09/science/dog-wool.html,Science,Science,2020-10-09T09:00:24+0000,News
69,1.3142798601441567e+18,videokes,8,28,5,2020-10-08,19,19:01:51,2020-10-08 19:01:51,none,0,0,0,0,Jason Gutierrez and Monika Pronczuk,https://www.nytimes.com/2020/10/08/world/manila-orders-karaoke-silence-for-students-sake.html,Foreign,World,2020-10-08T11:11:44+0000,News
70,1.3142572354602148e+18,intransgressible,16,30,1,2020-10-08,17,17:31:57,2020-10-08 17:31:57,none,0,0,0,0,Penelope Green,https://www.nytimes.com/2020/10/08/us/ardeth-platte-dead.html,Obits,U.S.,2020-10-08T17:03:14+0000,Obituary (Obit)
71,1.3142496677319148e+18,druggily,8,59,10,2020-10-08,17,17:01:53,2020-10-08 17:01:53,none,0,0,0,0,Adrienne Day,https://www.nytimes.com/2020/10/08/parenting/sandwich-generation-coronavirus.html,Parenting,Parenting,2020-10-08T16:40:29+0000,News
72,1.3141968421256847e+18,whitesplainers,14,425,58,2020-10-08,13,13:31:58,2020-10-08 13:31:58,none,0,0,0,0,Natasha Frost,https://www.nytimes.com/2020/10/08/briefing/sweden-us-election-french-open-your-friday-briefing.html,National,Briefing,2020-10-09T03:13:55+0000,briefing
73,1.314166639638831e+18,shiving,7,23,4,2020-10-08,11,11:31:57,2020-10-08 11:31:57,urbdict othlang,0,1,0,1,Kaitlyn Wells,https://www.nytimes.com/2020/09/19/books/review/young-adult-crossover-dystopia.html,BookReview,Book Review,2020-09-19T05:37:48+0000,News
74,1.3141366105528443e+18,greensick,9,15,1,2020-10-08,9,09:32:38,2020-10-08 09:32:38,urbdict,0,1,0,0,Fernanda  Eberstadt,https://www.nytimes.com/2020/10/08/books/review/hilary-mantel-pieces.html,BookReview,Book Review,2020-10-08T09:00:04+0000,Review
75,1.3139023581375775e+18,piquiá,6,42,5,2020-10-07,18,18:01:47,2020-10-07 18:01:47,none,0,0,0,0,Carolina Levis,https://www.nytimes.com/2020/10/02/opinion/amazon-rainforest-giant-trees.html,OpEd,Opinion,2020-10-02T09:00:16+0000,Op-Ed
76,1.3138495608763556e+18,ofthroughout,12,18,3,2020-10-07,14,14:32:00,2020-10-07 14:32:00,wiki urbdict,1,1,0,0,Kaitlyn Wells and Thorin Klosowski,https://www.nytimes.com/2020/04/06/smarter-living/wirecutter/domestic-abusers-can-control-your-devices-heres-how-to-fight-back.html,Smarter Living,Wirecutter,2020-04-06T22:00:08+0000,News
77,1.313796687496966e+18,alloparents,11,15,0,2020-10-07,11,11:01:54,2020-10-07 11:01:54,urbdict,0,1,0,0,Jessica Grose,https://www.nytimes.com/2020/10/07/parenting/childcare-history-family.html,Parenting,Parenting,2020-10-07T10:30:04+0000,News
78,1.313781563302314e+18,rebunkering,11,45,14,2020-10-07,10,10:01:48,2020-10-07 10:01:48,none,0,0,0,0,Simon Cambers,https://www.nytimes.com/2020/10/07/sports/golf/bmw-golf-championship-wentworth-history.html,SpecialSections,Golf,2020-10-07T09:00:24+0000,News
79,1.313668388082811e+18,undermixed,10,42,4,2020-10-07,2,02:32:05,2020-10-07 02:32:05,none,0,0,0,0,Rob Tannenbaum,https://www.nytimes.com/2020/10/06/arts/music/eddie-van-halen-songs.html,Culture,Music,2020-10-07T02:04:37+0000,News
80,1.313615454867542e+18,bribesfor,9,14,2,2020-10-06,23,23:01:44,2020-10-06 23:01:44,none,0,0,0,0,Kathleen Beckett,https://www.nytimes.com/2020/04/06/fashion/craftsmanship-queens-grove-marie-antoinette-versailles.html,SpecialSections,Fashion & Style,2020-04-06T04:35:10+0000,News
81,1.3135777444758446e+18,restreams,9,14,1,2020-10-06,20,20:31:54,2020-10-06 20:31:54,othlang,0,0,0,1,Melena Ryzik,https://www.nytimes.com/2020/10/06/arts/television/black-stars-classic-sitcoms-vote.html,Culture,Television,2020-10-06T20:21:40+0000,News
82,1.313539971547005e+18,ndiguel,7,11,2,2020-10-06,18,18:01:48,2020-10-06 18:01:48,none,0,0,0,0,Ruth Maclean,https://www.nytimes.com/2020/10/06/world/africa/magal-touba-senegal-coronavirus.html,Foreign,Africa,2020-10-06T17:24:46+0000,News
83,1.3134121357041992e+18,scoundreling,12,18,5,2020-10-06,9,09:33:49,2020-10-06 09:33:49,none,0,0,0,0,Olivia Waite,https://www.nytimes.com/2020/10/12/books/review/romance-novels-courtney-milan-duke-who-didnt.html,BookReview,Book Review,2020-10-12T17:00:03+0000,News
84,1.31341212672009e+18,glossifying,11,11,2,2020-10-06,9,09:33:47,2020-10-06 09:33:47,urbdict,0,1,0,0,Carvell Wallace,https://www.nytimes.com/2020/10/06/magazine/good-lord-bird-tv-slavery.html,Magazine,Magazine,2020-10-06T09:00:14+0000,News
85,1.313412118536913e+18,godsize,7,45,5,2020-10-06,9,09:33:45,2020-10-06 09:33:45,none,0,0,0,0,Joshua Barone,https://www.nytimes.com/2020/10/21/arts/music/twilight-gods-detroit-opera.html,Culture,Music,2020-10-21T17:36:49+0000,News
86,1.313411823706792e+18,hyperprolific,13,46,4,2020-10-06,9,09:32:35,2020-10-06 09:32:35,none,0,0,0,0,Sean Wilentz,https://www.nytimes.com/2020/10/06/books/review/the-zealot-and-the-emancipator-h-w-brands.html,BookReview,Book Review,2020-10-06T09:00:09+0000,Review
87,1.313411700088021e+18,amortie,7,10,0,2020-10-06,9,09:32:05,2020-10-06 09:32:05,othlang,0,0,0,1,Christopher Clarey,https://www.nytimes.com/2020/10/06/sports/tennis/french-open-drop-shots.html,Sports,Tennis,2020-10-06T09:00:18+0000,News
88,1.3132379912513782e+18,chitterchatter,14,96,8,2020-10-05,22,22:01:50,2020-10-05 22:01:50,none,0,0,0,0,None,https://www.nytimes.com/2020/10/05/books/review/dear-child-by-romy-hausmann-an-excerpt.html,BookReview,Book Review,2020-10-05T21:32:40+0000,Text
89,1.313154960587096e+18,amongroommates,14,59,6,2020-10-05,16,16:31:54,2020-10-05 16:31:54,urbdict othlang,0,1,0,1,Maureen Dowd,https://www.nytimes.com/2020/04/04/style/larry-david-curb-your-enthusiasm-coronavirus-psa.html,Styles,Style,2020-04-04T09:00:22+0000,News
90,1.3131398680385083e+18,fraksi,6,10,1,2020-10-05,15,15:31:56,2020-10-05 15:31:56,none,0,0,0,0,Richard C. Paddock,https://www.nytimes.com/2020/10/05/world/asia/indonesia-stimulus-bill-strike.html,Foreign,Asia Pacific,2020-10-05T14:57:59+0000,News
91,1.3131322981838602e+18,quesolike,9,414,62,2020-10-05,15,15:01:51,2020-10-05 15:01:51,none,0,0,0,0,Andrea Nguyen,https://www.nytimes.com/2020/10/05/dining/mapo-tofu-recipes.html,Dining,Food,2020-10-05T14:27:24+0000,News
92,1.313056768642216e+18,nonmercantilist,15,27,6,2020-10-05,10,10:01:43,2020-10-05 10:01:43,none,0,0,0,0,David J. Teece,https://www.nytimes.com/2020/10/05/opinion/international-world/corporations-preserve-democracy.html,SpecialSections,Opinion | The World,2020-10-05T10:00:07+0000,News
93,1.3130493008349553e+18,telamones,9,3,2,2020-10-05,9,09:32:03,2020-10-05 09:32:03,none,0,0,0,0,Franz Lidz,https://www.nytimes.com/2020/10/05/science/archaeology-telamon-atlas-akragas.html,Science,Science,2020-10-05T09:00:23+0000,News
94,1.312958754992853e+18,mobiuses,8,61,11,2020-10-05,3,03:32:15,2020-10-05 03:32:15,none,0,0,0,0,Natasha Frost,https://www.nytimes.com/2020/10/04/briefing/trump-covid-uk-contact-tracing.html,National,Briefing,2020-10-05T03:04:07+0000,briefing
95,1.312890696194503e+18,friyers,7,14,1,2020-10-04,23,23:01:48,2020-10-04 23:01:48,none,0,0,0,0,Ruth Margalit,https://www.nytimes.com/2020/10/04/opinion/israel-coronavirus-lockdown.html,OpEd,Opinion,2020-10-04T22:48:40+0000,Op-Ed
96,1.3128152259393372e+18,commingl,8,60,5,2020-10-04,18,18:01:55,2020-10-04 18:01:55,none,0,0,0,0,Katherine J. Wu,https://www.nytimes.com/2020/07/30/science/anglerfish-immune-rejection.html,Science,Science,2020-07-30T18:00:09+0000,News
97,1.3124226390849372e+18,hogweeds,8,28,4,2020-10-03,16,16:01:55,2020-10-03 16:01:55,none,0,0,0,0,Maria Antonova,https://www.nytimes.com/2020/10/03/opinion/sunday/russia-hogweed.html,OpEd,Sunday Review,2020-10-03T15:32:40+0000,Op-Ed
98,1.3124150661474304e+18,megablazes,10,52,13,2020-10-03,15,15:31:49,2020-10-03 15:31:49,none,0,0,0,0,Maria Varenikova,https://www.nytimes.com/2020/10/03/world/europe/ukraine-wildfires-landmines.html,Foreign,Europe,2020-10-03T15:14:05+0000,News
